20190103	784.1	3787.57
20190104	772.0	3820.82
20190107	821.7	4006.01
20190108	820.4	3993.86
20190109	818.2	4004.12
20190110	772.5	3626.12
20190111	743.1	3635.69
20190114	735.6	3664.19
20190115	743.3	3580.76
20190116	736.1	3609.71
20190117	736.6	3640.65
20190118	747.1	3607.85
20190122	731.2	3577.03
20190123	737.0	3553.01
20190124	733.8	3568.97
20190125	734.2	3562.17
20190128	710.4	3429.95
20190129	702.0	3397.42
20190130	706.6	3437.55
20190131	707.4	3411.5
20190201	705.2	3437.5
20190204	704.6	3409.57
20190205	706.0	3428.4
20190206	698.4	3367.36
20190207	699.4	3359
20190208	724.4	3621.99
20190211	748.9	3590.36
20190212	743.7	3588.06
20190213	745.2	3576.68
20190214	742.6	3561.5
20190215	743.2	3566.59
20190219	812.0	3888.01
20190220	814.4	3938.99
20190221	818.5	3897.71
20190222	821.9	3942.02
20190225	799.3	3818.79
20190226	801.5	3799.48
20190227	799.0	3799.91
20190228	805.6	3792.14
20190301	806.2	3806.17
20190304	788.6	3700.72
20190305	798.4	3844.59
20190306	812.0	3851.89
20190307	816.9	3857.05
20190308	821.7	3843.12
20190311	820.0	3849.68
20190312	816.0	3860
20190313	818.1	3851.02
20190314	818.9	3853.95
20190315	824.7	3902.8
20190318	844.8	3970.5
20190319	846.2	4000.85
20190320	850.4	4031.85
20190321	855.7	3972.76
20190322	854.0	3983.78
20190325	845.6	3907.53
20190326	837.2	3921.45
20190327	854.6	4026.53
20190328	860.1	4011.17
20190329	869.8	4091.01
20190401	883.0	4137
20190402	999.1	4901.93
20190403	1069.6	4975.97
20190404	1079.6	4906.49
20190405	1062.9	5040.66
20190408	1119.8	5285.54
20190409	1124.5	5187.21
20190410	1151.1	5318.58
20190411	1128.7	5041.3
20190412	1101.2	5078.19
20190415	1121.9	5029.99
20190416	1116.4	5202.9
20190417	1144.2	5227
20190418	1161.6	5281.81
20190422	1176.7	5387.6
20190423	1229.1	5532.75
20190424	1229.9	5441.9
20190425	1221.9	5134.81
20190426	1159.3	5159.51
20190429	1160.9	5148.25
20190430	1172.5	5270.69
20190501	1198.3	5321.15
20190502	1212.2	5390.01
20190503	1273.3	5657.4
20190506	1280.3	5687.9
20190507	1321.8	5748.45
20190508	1317.3	5948.41
20190509	1357.8	6153.09
20190510	1415.7	6343.14
20190513	1698.4	7824.93
20190514	1803.0	7990.92
20190515	1809.0	8203.32
20190516	1819.9	7878.96
20190517	1641.9	7363.69
20190520	1794.6	7999.54
20190521	1798.4	7951.7
20190522	1792.0	7626.48
20190523	1737.6	7881.98
20190524	1802.9	8001.7
20190528	1971.2	8715.36
20190529	1950.9	8662.44
20190530	1967.6	8279.69
20190531	1876.5	8554.06
20190603	1924.3	8107.96
20190604	1786.4	7670.96
20190605	1740.6	7789.48
20190606	1740.1	7805
20190607	1787.3	7998.13
20190610	1760.7	8015.69
20190611	1780.3	7918.17
20190612	1816.8	8176.02
20190613	1842.0	8239.04
20190614	1879.0	8697.46
20190617	2073.4	9333.14
20190618	2073.7	9078.48
20190619	2053.7	9277.54
20190620	2101.8	9531.21
20190621	2198.8	10236.2
20190624	2450.2	11032.32
20190625	2533.4	11755.53
20190626	2848.0	12927.44
20190627	2684.1	11159.29
20190628	2562.2	12360.45
20190701	2398.0	10577.63
20190702	2301.2	10829.18
20190703	2528.4	11976.42
20190705	2528.2	11004.51
20190708	2660.6	12293.53
20190709	2806.3	12571.11
20190710	2893.4	12097.96
20190711	2728.3	11349
20190712	2694.9	11802
20190715	2444.0	10854.47
20190716	2418.9	9422.72
20190717	2259.4	9696.31
20190718	2386.5	10649.07
20190719	2498.2	10538.06
20190722	2483.9	10323.39
20190723	2413.4	9840.12
20190724	2336.0	9772.6
20190725	2390.9	9883.33
20190726	2343.2	9843
20190729	2270.5	9495.01
20190730	2290.0	9589.01
20190731	2358.1	10087.3
20190801	2409.1	10405.94
20190802	2505.9	10533.01
20190805	2765.5	11819.49
20190806	2835.0	11465.49
20190807	2792.4	11975.03
20190808	2829.0	11981
20190809	2827.3	11856.1
20190812	2729.2	11389.28
20190813	2650.9	10854.92
20190814	2506.5	10025.86
20190815	2375.9	10300.01
20190816	2432.9	10352.78
20190819	2539.2	10920
20190820	2574.7	10769.09
20190821	2445.8	10130
20190822	2393.4	10107.15
20190823	2451.3	10410.85
20190826	2476.9	10361.65
20190827	2435.9	10171.85
20190828	2379.3	9714.31
20190830	2276.3	9582.42
20190903	2511.6	10628.48
20190904	2523.7	10581.84
20190905	2532.5	10574.73
20190906	2551.2	10308.92
20190909	2460.3	10310
20190910	2434.7	10093.01
20190911	2401.0	10160.2
20190912	2400.0	10423.72
20190913	2468.0	10365.93
20190916	2442.4	10262.54
20190917	2440.7	10185.39
20190918	2435.0	10155.26
20190919	2369.2	10275.01
20190920	2434.6	10168.85
20190923	2361.3	9693.74
20190924	2147.6	8530.01
20190925	2021.5	8438.35
20190926	1952.7	8060
20190927	1914.5	8193.99
20190930	1924.7	8304.96
20191001	1995.9	8321.52
20191002	1973.3	8381.72
20191003	1962.9	8240.41
20191004	1945.3	8156.67
20191007	1918.4	8209
20191008	1961.3	8180
20191009	2005.3	8590
20191010	2044.4	8587.5
20191011	2053.2	8267.33
20191015	2001.6	8162.44
20191016	1951.9	7993.54
20191017	1978.4	8076.2
20191018	2048.9	7954.16
20191021	2138.0	8209.92
20191022	2155.6	8024.72
20191023	2008.7	7474.85
20191024	1952.6	7430.87
20191025	2139.5	8668
20191028	2506.1	9226.5
20191029	2451.6	9430.8
20191030	2417.5	9164.44
20191031	2408.1	9159.48
20191101	2398.3	9253.12
20191104	2441.9	9412.53
20191105	2449.9	9322.09
20191106	2445.4	9341.27
20191107	2421.9	9198.84
20191108	2339.9	8763.01
20191112	2282.8	8810
20191113	2292.0	8758.34
20191114	2266.3	8630
20191115	2237.1	8457.48
20191118	2175.5	8168.84
20191119	2122.4	8123.36
20191120	2122.1	8082.96
20191121	2021.0	7616.46
20191122	1888.1	7283.03
20191125	1811.6	7127.01
20191127	1906.4	7523.72
20191129	1994.2	7760
20191202	1911.7	7305.01
20191203	1916.9	7302.94
20191204	1927.5	7198.99
20191205	1910.2	7393.54
20191206	1941.1	7540.08
20191209	1953.9	7337.51
20191210	1907.2	7219.37
20191211	1884.3	7201.23
20191212	1878.0	7185.91
20191213	1890.0	7249.9
20191216	1825.6	6877.03
20191217	1767.7	6616.62
20191218	1767.2	7285.53
20191219	1878.8	7149.12
20191220	1868.7	7190
20191223	1967.6	7310.79
20191224	1907.7	7255.01
20191226	1897.9	7194.13
20191230	1905.6	7218
20191231	1880.8	7165.72
20200102	1839.8	6945.02
20200103	1882.2	7334.45
20200106	1958.0	7764.63
20200107	2058.0	8158.52
20200108	2144.1	8045.51
20200109	2069.9	7813.78
20200110	2062.9	8198.09
20200113	2114.6	8104.5
20200114	2254.9	8815.69
20200116	2321.7	8714.76
20200117	2372.5	8899.42
20200121	2320.0	8722.03
20200122	2342.6	8660.38
20200123	2335.3	8385.22
20200124	2333.5	8427.26
20200127	2476.0	8895.96
20200128	2557.5	9394.5
20200129	2638.2	9288.44
20200130	2653.2	9503.08
20200131	2648.3	9334.98
20200203	2653.1	9280.49
20200204	2606.2	9164.33
20200205	2676.3	9613.82
20200206	2745.5	9763.01
20200207	2786.3	9808.05
20200210	2839.3	9851.78
20200211	2866.4	10270.01
20200212	2963.2	10351.13
20200213	2974.4	10236.49
20200214	2970.9	10371.33
20200218	2859.6	10188.04
20200219	2956.8	9600.08
20200220	2798.4	9610.05
20200221	2835.0	9695.66
20200224	2855.8	9660
20200225	2783.8	9305
20200226	2648.8	8778.3
20200227	2581.1	8812.49
20200228	2548.1	8708.89
20200303	2610.3	8757.84
20200304	2606.8	8760.66
20200305	2683.4	9070.17
20200306	2721.4	9158.51
20200309	2371.4	7934.52
20200310	2384.6	7894.68
20200311	2357.1	7938.05
20200312	1942.0	4857.1
20200313	1557.7	5637.6
20200316	1523.2	5037.61
20200317	1577.5	5331.71
20200318	1599.1	5413.64
20200319	1758.1	6186.26
20200320	1958.5	6206.1
20200323	1854.3	6490.63
20200324	2006.6	6766.64
20200325	2038.7	6690.96
20200326	2028.0	6758.18
20200331	1969.9	6424.35
20200401	1917.6	6666.11
20200402	2061.7	6804.52
20200403	2078.5	6741.99
20200406	2150.7	7341.56
20200407	2236.2	7200.01
20200408	2212.2	7370.11
20200409	2222.6	7293.24
20200410	2125.3	6871.91
20200413	2080.4	6861.21
20200414	2111.2	6877.37
20200415	2089.2	6624.12
20200416	2106.8	7112.64
20200417	2176.6	7037.46
20200420	2162.3	6838.19
20200421	2113.1	6853.68
20200422	2166.7	7136.84
20200423	2285.8	7488.83
20200424	2333.0	7514.64
20200427	2409.8	7789.77
20200428	2451.1	7755.01
20200429	2647.2	8793.75
20200430	2883.8	8624.28
20200501	2847.1	8829.42
20200504	2848.7	8883.53
20200505	2925.8	9028.79
20200506	3027.0	9155.79
20200507	3157.7	10004.77
20200508	3310.2	9810
20200511	2905.5	8572.4
20200512	2938.3	8821.42
20200513	3047.8	9321.26
20200514	3279.2	9795.34
20200515	3290.8	9312.1
20200519	3368.4	9783.76
20200520	3376.5	9509.41
20200521	3230.5	9061.96
20200522	3212.0	9168.84
20200526	3123.1	8844.42
20200527	3189.4	9208.53
20200528	3302.2	9580.19
20200529	3373.1	9423.84
20200601	3402.9	10208.96
20200602	3554.2	9522.46
20200603	3453.1	9668.07
20200604	3515.0	9788.03
20200605	3538.8	9613.21
20200608	3540.0	9781.51
20200609	3546.5	9779.41
20200610	3583.7	9894.04
20200611	3502.6	9268.16
20200612	3432.4	9464.17
20200615	3366.5	9432.53
20200616	3483.3	9526.25
20200617	3483.5	9457.51
20200618	3465.6	9376.14
20200619	3463.2	9301.91
20200622	3556.2	9690.74
20200623	3631.2	9623.56
20200624	3640.3	9285.91
20200625	3556.7	9243.51
20200626	3546.8	9155.42
20200629	3518.9	9184.45
20200630	3540.9	9136.2
20200701	3555.1	9239.97
20200702	3527.6	9091.53
20200703	3516.5	9063.87
20200706	3557.0	9343.31
20200707	3588.0	9253.94
20200708	3608.7	9435.28
20200709	3603.7	9236.95
20200710	3551.7	9291.05
20200713	3587.0	9236.92
20200714	3559.1	9256.94
20200715	3564.7	9190.16
20200716	3527.0	9130.11
20200717	3528.3	9154.29
20200720	3554.0	9161.05
20200721	3607.8	9394.14
20200722	3626.3	9536.18
20200723	3703.7	9613.24
20200724	3724.4	9551.21
20200727	4064.3	11048.91
20200728	4310.9	10934.23
20200729	4349.7	11110.12
20200730	4336.8	11115.95
20200731	4411.2	11351.62
20200803	4430.8	11233.13
20200804	4430.1	11197.04
20200805	4536.9	11756.75
20200806	4691.8	11773.89
20200807	4681.5	11606.52
20200810	4814.0	11899.73
20200811	4726.9	11388.53
20200812	4657.3	11566.45
20200813	4708.6	11795.95
20200814	4876.7	11779
20200817	5037.0	12304.26
20200818	5052.1	11950
20200819	4917.8	11758.87
20200820	4903.5	11864.26
20200821	4906.5	11529.22
20200824	4898.2	11753.85
20200825	4787.1	11324.92
20200826	4807.4	11463.27
20200827	4793.9	11330.06
20200828	4826.3	11535
20200831	4974.5	11655
20200901	5054.5	11924.22
20200902	4956.7	11395.48
20200903	4698.7	10172.52
20200904	4442.9	10500.05
20200908	4367.6	10125.69
20200909	4372.2	10224.56
20200910	4470.9	10343.23
20200911	4452.8	10394.41
20200914	4545.5	10679.95
20200915	4659.2	10783.75
20200916	4718.6	10959.61
20200917	4712.9	10943.61
20200918	4726.6	10937.52
20200921	4590.6	10416.82
20200922	4529.1	10531.13
20200923	4592.3	10235.1
20200924	4685.0	10740.01
20200925	4797.3	10690.53
20200928	4892.5	10695.55
20200929	4828.0	10840.73
20200930	4834.6	10779.63
20201001	4812.5	10617.63
20201002	4730.4	10573.12
20201005	4811.7	10795
20201006	4805.8	10602.66
20201007	4769.7	10670.47
20201008	4841.0	10933.09
20201009	4944.2	11057.07
20201013	5157.1	11428.22
20201014	5128.3	11427.7
20201015	5202.4	11509.34
20201016	5291.8	11328.95
20201019	5406.6	11760.45
20201020	5521.9	11923.83
20201021	5798.8	12808
20201022	6032.2	12987.02
20201023	6056.8	12937.09
20201026	6098.0	13068.79
20201027	6327.0	13698.18
20201028	6344.7	13281.05
20201029	6310.6	13460
20201030	6418.3	13571.51
20201102	6522.8	13563.22
20201103	6548.4	14035.8
20201104	6712.6	14161.48
20201105	7242.2	15608.21
20201106	7648.0	15599.95
20201109	7618.2	15342.25
20201110	7622.7	15315.03
20201112	7939.8	16310.81
20201113	8239.2	16339.56
20201116	8355.0	16726.64
20201117	8851.1	17679.36
